field,RAdeg,DEdeg,GLON,GLAT,sigma18,sigma21,N18,N21
BLG566.24,278.216,-23.543,9.853,-6.666,58.2,626.0,9559,102819
BLG566.25,278.048,-23.543,9.783,-6.529,64.0,682.8,10509,112121
BLG573.01,272.769,-32.163,-0.075,-6.357,91.1,1105.9,14910,181008
BLG573.02,272.588,-32.163,-0.148,-6.222,90.5,1131.6,14801,185082
BLG573.03,272.406,-32.163,-0.221,-6.087,94.6,1169.4,15472,191264
BLG573.04,272.225,-32.163,-0.295,-5.952,88.9,1191.6,14540,194895
BLG573.05,272.044,-32.163,-0.368,-5.817,99.8,1325.2,16330,216858
BLG573.06,271.862,-32.163,-0.442,-5.682,104.7,1389.0,17140,227390
BLG573.07,271.681,-32.163,-0.516,-5.548,102.8,1401.8,16833,229548
BLG573.08,272.942,-31.841,0.279,-6.335,88.6,1086.5,14494,177748
BLG573.09,272.76,-31.841,0.206,-6.199,95.9,1119.8,15688,183195
BLG573.10,272.579,-31.841,0.133,-6.064,105.2,1286.0,17206,210327
BLG573.11,272.398,-31.841,0.06,-5.928,101.9,1306.7,16662,213662
BLG573.12,272.217,-31.841,-0.014,-5.793,98.3,1261.8,16073,206328
BLG573.13,272.035,-31.841,-0.088,-5.657,95.1,1302.3,15550,212958
BLG573.14,271.854,-31.841,-0.162,-5.522,103.3,1418.2,16887,231855
BLG573.15,271.673,-31.841,-0.236,-5.387,114.2,1505.5,18678,246228
BLG573.16,271.491,-31.841,-0.311,-5.252,122.9,1637.5,20106,267881
BLG573.17,272.942,-31.542,0.545,-6.194,96.2,1153.1,15738,188643
BLG573.18,272.76,-31.542,0.472,-6.058,102.2,1205.5,16715,197169
BLG573.19,272.579,-31.542,0.398,-5.922,100.8,1265.6,16486,206999
BLG573.20,272.398,-31.542,0.324,-5.786,108.3,1349.2,17709,220619
BLG573.21,272.217,-31.542,0.25,-5.65,106.9,1413.3,17480,231101
BLG573.22,272.035,-31.542,0.176,-5.514,104.9,1467.3,17149,239874
BLG573.23,271.854,-31.542,0.102,-5.379,103.9,1509.3,16985,246740
BLG573.24,271.673,-31.542,0.027,-5.243,118.8,1556.2,19416,254355
BLG573.25,271.491,-31.542,-0.047,-5.108,123.2,1740.1,20145,284539
BLG573.26,272.769,-31.221,0.76,-5.912,94.2,1229.8,15418,201295
BLG573.27,272.588,-31.221,0.686,-5.776,110.2,1349.0,18024,220639
BLG573.28,272.406,-31.221,0.612,-5.639,123.7,1518.8,20227,248352
BLG573.29,272.225,-31.221,0.538,-5.503,120.5,1568.8,19704,256536
BLG573.30,272.044,-31.221,0.463,-5.367,118.5,1588.6,19372,259696
BLG573.31,271.862,-31.221,0.389,-5.231,123.9,1635.1,20255,267306
BLG573.32,271.681,-31.221,0.314,-5.095,110.6,1596.5,18076,260925
BLG580.01,272.604,-26.01,5.286,-3.3,162.9,2109.1,26311,340659
BLG580.02,272.434,-26.01,5.212,-3.165,156.6,2211.8,25299,357333
BLG580.03,272.263,-26.01,5.138,-3.031,170.5,2109.8,27532,340686
BLG580.04,272.092,-26.01,5.063,-2.896,148.0,2083.9,23905,336585
BLG580.05,271.921,-26.01,4.989,-2.762,139.5,2006.3,22537,324145
BLG580.06,271.75,-26.01,4.914,-2.627,118.3,1884.7,19112,304495
BLG580.07,271.579,-26.01,4.84,-2.493,96.6,1557.8,15606,251673
BLG580.08,272.767,-25.688,5.639,-3.275,143.8,1948.2,23248,314961
BLG580.09,272.597,-25.688,5.565,-3.139,139.3,2026.9,22526,327774
BLG580.10,272.426,-25.688,5.491,-3.004,120.0,1808.2,19396,292260
BLG580.11,272.255,-25.688,5.416,-2.869,123.3,1751.6,19934,283180
BLG580.12,272.084,-25.688,5.342,-2.734,144.4,2015.5,23340,325787
BLG580.13,271.913,-25.688,5.267,-2.6,144.9,1987.6,23421,321269
BLG580.14,271.742,-25.688,5.192,-2.465,122.7,1811.7,19837,292908
BLG580.15,271.571,-25.688,5.117,-2.33,118.1,1699.5,19089,274703
BLG580.16,271.4,-25.688,5.042,-2.196,128.4,1671.9,20754,270242
BLG580.17,272.767,-25.389,5.902,-3.131,87.7,1292.6,14195,209226
BLG580.18,272.597,-25.389,5.827,-2.996,109.9,1712.8,17780,277102
BLG580.19,272.426,-25.389,5.753,-2.86,124.6,1819.1,20163,294379
BLG580.20,272.255,-25.389,5.679,-2.725,131.6,1912.0,21286,309267
BLG580.21,272.084,-25.389,5.604,-2.59,124.6,1851.8,20149,299460
BLG580.22,271.913,-25.389,5.529,-2.455,134.3,1847.9,21723,298903
BLG580.23,271.742,-25.389,5.454,-2.32,96.8,1236.8,15665,200152
BLG580.24,271.571,-25.389,5.379,-2.185,96.5,1188.0,15612,192208
BLG580.25,271.4,-25.389,5.303,-2.05,75.3,846.6,12185,137006
BLG580.26,272.604,-25.068,6.113,-2.847,90.0,1343.4,14581,217657
BLG580.27,272.434,-25.068,6.039,-2.712,92.4,1324.6,14967,214562
BLG580.28,272.263,-25.068,5.964,-2.576,98.8,1434.3,16003,232332
BLG580.29,272.092,-25.068,5.889,-2.441,89.5,1259.4,14490,203904
BLG580.30,271.921,-25.068,5.814,-2.305,114.0,1258.8,18461,203856
BLG580.31,271.75,-25.068,5.739,-2.17,88.3,863.4,14292,139756
BLG580.32,271.579,-25.068,5.663,-2.034,52.0,504.2,8419,81634
BLG588.01,272.81,-33.393,-1.152,-6.967,81.4,872.3,13574,145472
BLG588.02,272.626,-33.393,-1.225,-6.832,74.3,891.8,12387,148688
BLG588.03,272.442,-33.393,-1.298,-6.696,75.8,920.9,12638,153540
BLG588.04,272.258,-33.393,-1.371,-6.561,77.6,992.2,12938,165428
BLG588.05,272.075,-33.393,-1.444,-6.426,78.7,984.5,13121,164144
BLG588.06,271.891,-33.393,-1.517,-6.291,87.6,1056.9,14602,176174
BLG588.07,271.707,-33.393,-1.591,-6.156,93.3,1146.2,15552,191060
BLG588.08,272.985,-33.072,-0.797,-6.946,78.6,878.0,13108,146423
BLG588.09,272.801,-33.072,-0.87,-6.81,75.0,879.9,12504,146704
BLG588.10,272.617,-33.072,-0.943,-6.674,82.0,925.2,13668,154221
BLG588.11,272.434,-33.072,-1.016,-6.538,77.7,956.5,12951,159438
BLG588.12,272.25,-33.072,-1.089,-6.402,82.2,1004.5,13701,167440
BLG588.13,272.066,-33.072,-1.163,-6.267,85.0,1053.7,14168,175641
BLG588.14,271.882,-33.072,-1.237,-6.132,83.8,1078.4,13965,179716
BLG588.15,271.699,-33.072,-1.311,-5.996,87.7,1135.2,14615,189182
BLG588.16,271.515,-33.072,-1.385,-5.861,95.6,1250.2,15928,208297
BLG588.17,272.985,-32.773,-0.531,-6.805,72.7,864.6,12126,144222
BLG588.18,272.801,-32.773,-0.604,-6.669,77.6,933.8,12938,155691
BLG588.19,272.617,-32.773,-0.677,-6.533,78.2,962.5,13038,160476
BLG588.20,272.434,-32.773,-0.751,-6.396,82.0,991.2,13668,165223
BLG588.21,272.25,-32.773,-0.824,-6.26,72.8,987.6,12135,164623
BLG588.22,272.066,-32.773,-0.898,-6.125,72.3,1015.8,12051,169323
BLG588.23,271.882,-32.773,-0.972,-5.989,71.0,1024.9,11832,170800
BLG588.24,271.699,-32.773,-1.047,-5.853,67.0,1008.5,11162,168027
BLG588.25,271.515,-32.773,-1.121,-5.717,73.5,1194.2,12243,198920
BLG588.26,272.81,-32.451,-0.315,-6.524,65.6,892.0,10942,148792
BLG588.27,272.626,-32.451,-0.389,-6.387,65.6,924.6,10940,154194
BLG588.28,272.442,-32.451,-0.462,-6.251,79.5,1047.8,13254,174698
BLG588.29,272.258,-32.451,-0.536,-6.114,82.9,1095.5,13818,182608
BLG588.30,272.075,-32.451,-0.611,-5.978,84.5,1135.6,14082,189248
BLG588.31,271.891,-32.451,-0.685,-5.841,76.8,1116.3,12798,186032
BLG588.32,271.707,-32.451,-0.76,-5.705,75.6,1127.2,12595,187812
BLG597.01,272.859,-34.624,-2.229,-7.58,59.1,640.5,9501,102976
BLG597.02,272.673,-34.624,-2.301,-7.444,59.6,663.9,9581,106721
BLG597.03,272.486,-34.624,-2.374,-7.309,65.0,745.9,10452,119933
BLG597.04,272.3,-34.624,-2.446,-7.173,62.0,705.9,9976,113582
BLG597.05,272.114,-34.624,-2.519,-7.038,65.8,781.5,10588,125747
BLG597.06,271.927,-34.624,-2.593,-6.903,68.3,805.2,10993,129600
BLG597.07,271.741,-34.624,-2.666,-6.768,75.0,881.1,12071,141817
BLG597.08,273.037,-34.302,-1.873,-7.559,58.4,649.4,9388,104398
BLG597.09,272.85,-34.302,-1.945,-7.423,58.1,657.7,9342,105750
BLG597.10,272.664,-34.302,-2.018,-7.287,62.3,695.5,10017,111836
BLG597.11,272.478,-34.302,-2.091,-7.151,63.1,744.2,10151,119716
BLG597.12,272.291,-34.302,-2.164,-7.015,68.3,801.5,10993,128996
BLG597.13,272.105,-34.302,-2.238,-6.88,68.5,816.2,11028,131402
BLG597.14,271.919,-34.302,-2.311,-6.744,73.4,872.5,11816,140466
BLG597.15,271.732,-34.302,-2.385,-6.609,74.6,906.1,12012,145919
BLG597.16,271.546,-34.302,-2.459,-6.473,84.8,981.7,13658,158123
BLG597.17,273.037,-34.003,-1.606,-7.42,67.2,714.8,10803,114911
BLG597.18,272.85,-34.003,-1.679,-7.283,70.1,756.8,11274,121714
BLG597.19,272.664,-34.003,-1.752,-7.147,73.3,789.7,11792,127044
BLG597.20,272.478,-34.003,-1.825,-7.01,76.1,815.8,12245,131275
BLG597.21,272.291,-34.003,-1.899,-6.874,77.4,876.5,12454,141050
BLG597.22,272.105,-34.003,-1.972,-6.738,76.9,911.6,12386,146831
BLG597.23,271.919,-34.003,-2.046,-6.602,79.0,961.9,12724,154933
BLG597.24,271.732,-34.003,-2.12,-6.466,83.7,1014.9,13484,163501
BLG597.25,271.546,-34.003,-2.195,-6.33,89.3,1095.3,14390,176513
BLG597.26,272.859,-33.682,-1.389,-7.139,74.8,812.2,12030,130632
BLG597.27,272.673,-33.682,-1.463,-7.002,79.5,824.8,12795,132754
BLG597.28,272.486,-33.682,-1.536,-6.865,72.5,865.4,11669,139289
BLG597.29,272.3,-33.682,-1.61,-6.728,76.1,914.5,12254,147262
BLG597.30,272.114,-33.682,-1.684,-6.592,75.3,941.9,12128,151711
BLG597.31,271.927,-33.682,-1.758,-6.455,77.7,968.1,12521,156006
BLG597.32,271.741,-33.682,-1.833,-6.319,78.8,969.3,12701,156237
BLG599.01,268.443,-36.47,-5.603,-5.327,85.4,1228.7,13716,197342
BLG599.02,268.252,-36.47,-5.68,-5.195,80.6,1201.8,12935,192890
BLG599.03,268.061,-36.47,-5.758,-5.062,90.1,1253.1,14457,201068
BLG599.04,267.871,-36.47,-5.835,-4.93,93.2,1290.4,14950,207003
BLG599.05,267.68,-36.47,-5.913,-4.798,85.5,1228.7,13705,196963
BLG599.06,267.49,-36.47,-5.991,-4.665,88.2,1312.1,14135,210282
BLG599.07,267.299,-36.47,-6.07,-4.534,83.7,1266.7,13414,203006
BLG599.08,268.625,-36.148,-5.25,-5.293,92.2,1278.8,14819,205537
BLG599.09,268.434,-36.148,-5.327,-5.16,97.1,1346.2,15595,216214
BLG599.10,268.243,-36.148,-5.405,-5.027,102.8,1409.1,16514,226371
BLG599.11,268.053,-36.148,-5.483,-4.894,96.8,1412.6,15539,226770
BLG599.12,267.862,-36.148,-5.561,-4.761,101.5,1454.0,16294,233424
